month,names,naked,static_hedge,daily_hedge,variance_premium,vol_premium,iv,realized_vol,share_positive
2019-03-01,1,0.046562287270249185,0.0869110142954364,0.10769383253914454,0.0016631628352059575,0.007932378015569133,0.10880000000000001,0.10086762198443087,1.0
2019-04-01,1,0.2265134099616889,-0.11383793103448012,-0.372321869731801,-0.009054368009340886,-0.03902349615229414,0.0965,0.13552349615229414,0.0
2019-05-01,1,-0.1530271398747393,0.04514665970772398,0.018100970772445095,0.006243329315660543,0.022893992601078397,0.1478,0.12490600739892159,1.0
2019-06-01,1,0.611909146715775,0.48864966236955026,0.40554006138735466,0.01172590270750221,0.057788165730889976,0.13035000000000002,0.07256183426911005,1.0
2019-07-01,1,-0.412316715542518,-0.8464261730205238,-0.4436840322580685,-0.03445083381078455,-0.10634709807660561,0.10880000000000001,0.21514709807660562,0.0
2019-08-01,1,0.3379072063178662,0.24273180651529966,0.08528546890424324,0.004343947477030537,0.015526667378659181,0.14765,0.13212333262134082,1.0
2019-09-01,1,0.9545454545454578,0.9224023923445009,0.0723477392344467,-0.004906801736843495,-0.01824465253568286,0.12535000000000002,0.14359465253568288,0.0
2019-10-01,1,-0.6482512491077808,-0.7139955745895794,0.23443100642398246,0.0090175798992539,0.05175116245391999,0.113,0.061248837546080015,1.0
2019-11-01,1,-0.34155069582505304,-0.2760655268389696,0.08747726971504456,0.004295549839668341,0.023602208614560097,0.1028,0.0791977913854399,1.0
2019-12-01,1,-0.7178981937602682,-0.6721923152709414,-0.004736863711005697,0.0017916731589360689,0.010322006388347807,0.09195,0.0816279936116522,1.0
2020-01-01,1,0.7815384615384615,0.7931569230769231,-0.12881156923077156,-0.006549259428000951,-0.02756794268600893,0.10500000000000001,0.13256794268600894,0.0
2020-05-01,1,0.15538461538461398,0.05888260355029437,-0.1295235266272181,-0.013458261000423924,-0.02648804874222105,0.24080000000000001,0.26728804874222106,0.0
2020-06-01,1,0.3658492279745685,0.4057373297002724,0.2764458552830769,0.02481753420320784,0.05354947963766435,0.2585,0.20495052036233566,1.0
2020-07-01,1,0.04036517769807442,0.09061810238017427,0.24801547440495672,0.027322061125617636,0.0905862621532989,0.1961,0.1055137378467011,1.0
2020-10-01,1,0.3624819624819627,0.4100881673881675,0.08113207792207797,0.020134669879866014,0.042994756424549946,0.25565000000000004,0.2126552435754501,1.0
2022-01-01,1,0.7415221987315006,0.7453714926004223,0.013973758985200068,0.0181965492201841,0.03789314778914063,0.25905,0.22115685221085937,1.0
2022-02-01,1,0.3099716343006769,0.10091995636046316,-0.023732267073969568,0.003016663541430667,0.005804677103144473,0.26275000000000004,0.25694532289685557,1.0
2022-03-01,1,0.6293098707726157,0.4944838053340669,0.22248919989001867,0.011390360605847274,0.031779305064689595,0.1951,0.1633206949353104,1.0
2022-04-01,1,-1.3882697947214067,-2.1023530058651017,-0.7586758455522954,-0.07267471396187211,-0.13719981100890147,0.19625,0.3334498110089015,0.0
2022-05-01,1,-0.3778287812715163,-0.2979040991507911,-0.27977338076658187,-0.024373050531699386,-0.04276952766955522,0.26355,0.3063195276695552,0.0
2022-06-01,1,0.49969418960244494,0.5105896483180412,0.4648386187563703,0.0333670058912308,0.07174915685721253,0.2684,0.1966508431427875,1.0
2022-08-01,1,-0.5432291666666643,-0.5463329861111087,-0.6587463599537039,-0.026203701508207243,-0.056141755479508754,0.2053,0.26144175547950876,0.0
2022-09-01,1,0.3395380130074007,0.37508061897286393,-0.2056546579950663,-0.020017986937336904,-0.03842758122047768,0.24125000000000002,0.2796775812204777,0.0
2022-10-01,1,0.23442696629213416,0.348343721348314,-0.2987617752808992,0.005143999048015366,0.009111051611437437,0.28685,0.27773894838856256,1.0
2022-11-01,1,0.4458569807037465,0.22589281498297428,-0.0786561464245187,0.00204212750349414,0.004855917821781935,0.2127,0.20784408217821806,1.0
2022-12-01,1,0.15334257975034604,0.21909966712898676,0.15362355062413435,0.010463599599913623,0.027123474075678417,0.20645000000000002,0.1793265259243216,1.0
2023-01-01,1,0.6008780817291446,0.623585099628503,0.031461323877070374,0.009764721568127476,0.029048580495416726,0.18259999999999998,0.15355141950458326,1.0
2023-02-01,1,0.502791878172591,0.48012893401015444,0.1445502538071064,0.013205390901754942,0.03453619491758264,0.20845000000000002,0.17391380508241738,1.0
2023-03-01,1,0.05108583247155944,0.2217955274043413,0.27843961220268676,0.03243815060887745,0.10071210820002688,0.21140000000000003,0.11068789179997315,1.0
2023-04-01,1,0.558807588075877,0.329755865272934,-0.018425629113436065,0.0018929096415745278,0.006703009251469438,0.14455,0.13784699074853057,1.0
2023-05-01,1,-0.7284736206202186,-1.0927500040273876,0.08616945630285938,0.005270211943902753,0.02001731296194577,0.14165,0.12163268703805423,1.0
2023-06-01,1,-0.34751381215469757,-0.38444083793738626,0.044930405156536554,0.004478684913330391,0.02108455385213734,0.11675,0.09566544614786267,1.0
2023-07-01,1,-0.6753164556962022,-0.9851724683544301,-0.018007079566007396,0.001206062467876157,0.005515068925650457,0.1121,0.10658493107434955,1.0
2023-08-01,1,0.5993630573248359,0.6137561783439442,0.19100679936305995,0.005497890310747752,0.02085324473342688,0.14225,0.1213967552665731,1.0
2023-09-01,1,-0.8571198712791648,-0.9632131938857617,-0.16734375703941856,-0.004400796008621007,-0.01710352039441629,0.12010000000000001,0.1372035203944163,0.0
2023-10-01,1,-0.9180243745991047,-0.5510594483643386,0.014105503527898156,0.008155186759774367,0.02397718215889985,0.18205,0.15807281784110014,1.0
2023-11-01,1,-0.7497739829231591,-0.6243194374686136,0.23847584128578753,0.005796688093051849,0.03066455684945528,0.10985,0.07918544315054472,1.0
2023-12-01,1,0.20628230616301876,0.36103583300198605,0.14215274751491494,-0.0012055726643503094,-0.005591919525570713,0.10500000000000001,0.11059191952557072,0.0
2024-01-01,1,-0.4072365445499828,-0.1575583355947585,-0.27733672546358884,-0.00255663722482485,-0.010929111018682353,0.1115,0.12242911101868235,0.0
2024-02-01,1,-0.1174990169091635,0.021036240660635874,-0.09557473849783667,0.001094660916024455,0.004397958773787569,0.12664999999999998,0.12225204122621242,1.0
2024-03-01,1,-0.22254180602006374,-0.5608724548494948,-0.08072646822742423,0.001940810160269044,0.008177960043774399,0.12275000000000001,0.11457203995622561,1.0
2024-04-01,1,-0.8030740854595784,-0.32275374116200634,0.1119617829695689,0.008823714976218925,0.033601550124986085,0.1481,0.11449844987501392,1.0
2024-05-01,1,-0.21461115475255219,0.00014759622938032528,0.07859494108404935,0.003488061695880641,0.01887192576276936,0.10185,0.08297807423723064,1.0
2024-06-01,1,0.5617529880478087,0.6213478087649399,0.1531222788844619,0.001919940810948836,0.009076735929672938,0.11030000000000001,0.10122326407032707,1.0
2024-07-01,1,0.9229666786098173,0.9223335220351127,-0.8220598853457552,-0.03591725499878343,-0.10184967546463827,0.1254,0.22724967546463828,0.0
2024-08-01,1,0.44464446444644357,0.4841214041404131,-0.21201897389739097,-0.005919113013355791,-0.022372377178869488,0.1211,0.1434723771788695,0.0
2024-09-01,1,-0.026392337708407834,0.11745147924795943,0.1649216601631778,0.005245814399335089,0.024514852875688678,0.11925000000000001,0.09473514712431133,1.0
2024-10-01,1,0.9129805013927582,0.9203157437325908,0.011061905292480077,0.0006587365281310181,0.002217351065413653,0.14965,0.14743264893458635,1.0
2024-11-01,1,0.8090545938748316,0.8215542157123815,0.08916063382156887,0.0008306136822612761,0.003277585704365954,0.12835000000000002,0.12507241429563407,1.0
2025-01-01,1,0.7846378504672903,0.6848312383177579,0.23151582943925483,0.000504998685826194,0.0021512303840930252,0.11845,0.11629876961590697,1.0
2025-02-01,1,-0.6685413929040714,-0.6243860814717457,-0.5036877792378417,-0.019737482178460775,-0.05345253057027913,0.15789999999999998,0.2113525305702791,0.0
2025-03-01,1,-1.7353353915239977,-2.0001247544204337,-1.0531865450463063,-0.2362283033404802,-0.35567290185917344,0.15425,0.5099229018591734,0.0
2025-04-01,1,-1.3932254196642688,-0.7680371103117508,0.12656973920863338,0.06061202814017585,0.12492927837190923,0.30505000000000004,0.1801207216280908,1.0
2025-05-01,1,0.9860750183868588,0.987135582250551,0.2806826820299093,0.007006682326819471,0.025497121280010027,0.15015,0.12465287871998998,1.0
2025-06-01,1,-0.4038739669421486,-0.0836424070247937,0.20178819731405043,0.017299093645467632,0.07616073682613952,0.15165,0.07548926317386048,1.0
2025-07-01,1,0.1494860499265775,0.22951833186490372,0.06739477826725189,0.005398879238909044,0.02227995291270342,0.1323,0.11002004708729658,1.0
2025-08-01,1,-0.21657207718502022,-0.2745788649262235,0.14907615209988398,0.006351820833292815,0.031035245109444748,0.11785000000000001,0.08681475489055526,1.0
2025-09-01,1,0.8211255411255424,0.8186414834054847,-0.1468987705627721,-0.0015893500650255611,-0.006140273473283914,0.12635000000000002,0.13249027347328393,0.0
2025-10-01,1,0.40090764692534925,0.3484682187429124,0.015432089857047833,0.002094973272176767,0.007481554540960472,0.14375000000000002,0.13626844545903954,1.0
2025-11-01,1,0.4348679903993018,0.5066472354353043,0.38339498145319684,0.019396578395306695,0.07440267526818978,0.16755,0.09314732473181023,1.0
